Order ID;Customer ID;Date of Purchase;SKU;Product Name;Quantity;Total Price;Discount;Date of Shipping;Ship Mode
GA-2023-109701;JG491;02.12.2023;KEBL600;K-Eco Blast 600;3;2490,75;0,19;03.12.2023;Same Day
GA-2023-109701;JG491;02.12.2023;KI20K;K-Invert 20K;6;240240;0,09;03.12.2023;Same Day
GA-2023-109778;TB662;16.07.2023;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);2;5,44;0,63;21.07.2023;Standard Class
GA-2023-110373;TB662;27.10.2023;KEAAA06;K-Eco  AAA NiMH rechargeable batteries  (6-pack);3;12,68;0,35;30.10.2023;Second Class
GA-2023-111024;JG491;03.07.2023;KE300;K-Eco 300;2;619,5;0,41;06.07.2023;Second Class
GA-2023-111024;JG491;03.07.2023;KEBL800;K-Eco Blast 800;4;4300,8;0,16;06.07.2023;Second Class
GA-2023-111220;CA368;02.09.2023;KE9W04;K-Eco Energy Bulbs 9W (4-pack);4;5,46;0,78;08.09.2023;Standard Class
GA-2023-111220;CA368;02.09.2023;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);5;14,33;0,61;08.09.2023;Standard Class
GA-2023-112774;JG491;11.09.2023;KE13W08;K-Eco Energy Bulbs 13W  (8-pack);1;8,44;0,25;12.09.2023;First Class
GA-2023-115364;TB662;26.06.2023;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);12;24,7;0,72;02.07.2023;Standard Class
GA-2023-116645;BH538;30.11.2023;KEAAA12;K-Eco  AAA NiMH rechargeable batteries (12-pack);6;38,81;0,34;04.12.2023;Standard Class
GA-2023-118437;AJ342;17.06.2023;KE23W04;K-Eco Energy Bulbs 23W (4-pack);3;30,96;0,14;21.06.2023;Second Class
GA-2023-119438;JG491;18.03.2023;KE23W;K-Eco Energy Bulbs 23W;3;7,3;0,36;23.03.2023;Standard Class
GA-2023-119438;JG491;18.03.2023;KEBL1200;K-Eco Blast 1200;3;6279;0,09;23.03.2023;Standard Class
GA-2023-120614;CA368;30.05.2023;KEBL800;K-Eco Blast 800;4;1228,8;0,76;04.06.2023;Standard Class
GA-2023-121258;TB662;26.02.2023;KE20W08;K-Eco Energy Bulbs 20W  (8-pack);2;16,12;0,35;03.03.2023;Standard Class
GA-2023-121419;MR358;02.04.2023;KE300;K-Eco 300;2;1018,5;0,03;04.04.2023;First Class
GA-2023-121741;AJ342;26.12.2023;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);2;8,67;0,41;26.12.2023;Same Day
GA-2023-125724;CA368;22.09.2023;KE9W08;K-Eco Energy Bulbs 9W  (8-pack);7;24,61;0,63;27.09.2023;Standard Class
GA-2023-125745;JG491;30.06.2023;KE23W;K-Eco Energy Bulbs 23W;2;4,1;0,46;04.07.2023;Standard Class
GA-2023-128363;AJ342;13.08.2023;KE13W04;K-Eco Energy Bulbs 13W (4-pack);5;18,67;0,43;18.08.2023;Standard Class
GA-2023-128363;AJ342;13.08.2023;KE9W;K-Eco Energy Bulbs 9W;1;1,68;0,16;18.08.2023;Standard Class
GA-2023-129021;CA368;23.08.2023;KE13W04;K-Eco Energy Bulbs 13W (4-pack);2;8,52;0,35;26.08.2023;Second Class
GA-2023-130526;CA368;26.11.2023;KI9K;K-Invert 9K;8;71280;0,55;29.11.2023;First Class
GA-2023-131016;AJ342;18.09.2023;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);2;4,12;0,72;20.09.2023;First Class
GA-2023-133249;JG491;08.07.2023;KE20W08;K-Eco Energy Bulbs 20W  (8-pack);5;32,24;0,48;11.07.2023;First Class
GA-2023-136007;CA368;23.02.2023;KE13W;K-Eco Energy Bulbs 13W;5;5,6;0,5;02.03.2023;Standard Class
GA-2023-136007;CA368;23.02.2023;KEBL1200;K-Eco Blast 1200;5;8050;0,3;02.03.2023;Standard Class
GA-2023-137449;BH538;29.06.2023;KI13K;K-Invert 13K;3;72930;0,15;30.06.2023;First Class
GA-2023-140627;CA368;23.12.2023;KE20W08;K-Eco Energy Bulbs 20W  (8-pack);4;28,77;0,42;27.12.2023;Standard Class
GA-2023-140627;CA368;23.12.2023;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);7;16,98;0,67;27.12.2023;Standard Class
GA-2023-140627;CA368;23.12.2023;KEAAA06;K-Eco  AAA NiMH rechargeable batteries  (6-pack);3;13,45;0,31;27.12.2023;Standard Class
GA-2023-141705;CA368;24.10.2023;KE325X;K-Eco 325x (same power, smaller footprint);5;1513,85;0,66;26.10.2023;First Class
GA-2023-145506;JG491;03.06.2023;KE48Li;K-Eco 48-volt Lithium-ion solar backup battery;9;102423,42;0,14;07.06.2023;Standard Class
GA-2023-145765;MR358;28.05.2023;KEBL1200;K-Eco Blast 1200;5;8970;0,22;02.06.2023;Standard Class
GA-2023-149853;CA368;03.10.2023;KEBL1200;K-Eco Blast 1200;5;7245;0,37;09.10.2023;Standard Class
GA-2023-149853;CA368;03.10.2023;KEBL800;K-Eco Blast 800;3;1612,8;0,58;09.10.2023;Standard Class
GA-2023-157987;CA368;02.09.2023;KE23W;K-Eco Energy Bulbs 23W;2;4,33;0,43;06.09.2023;Standard Class
GA-2023-157987;CA368;02.09.2023;KE450;K-Eco 450;6;2362,5;0,5;06.09.2023;Standard Class
GA-2023-157987;CA368;02.09.2023;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);2;5,29;0,64;06.09.2023;Standard Class
GA-2023-157987;CA368;02.09.2023;KEAA12;K-Eco AA  NiMH rechargeable batteries (12-pack);3;24,38;0,35;06.09.2023;Standard Class
GA-2023-157987;CA368;02.09.2023;KEBL1200;K-Eco Blast 1200;3;3795;0,45;06.09.2023;Standard Class
GA-2023-157987;CA368;02.09.2023;KI9K;K-Invert 9K;8;110880;0,3;06.09.2023;Standard Class
GA-2023-158876;BH538;19.11.2023;KE9W04;K-Eco Energy Bulbs 9W (4-pack);2;5,46;0,56;21.11.2023;Second Class
GA-2023-160325;AJ342;24.09.2023;KEBL100;K-Eco Blast 100;3;504;0,4;24.09.2023;Same Day
GA-2023-160325;AJ342;24.09.2023;KEBR5;K-Eco Breeze Mini;7;80,85;0,79;24.09.2023;Same Day
GA-2023-161102;MR358;31.07.2023;KE20W08;K-Eco Energy Bulbs 20W  (8-pack);7;20,83;0,76;03.08.2023;First Class
GA-2023-161102;MR358;31.07.2023;KEAAA12;K-Eco  AAA NiMH rechargeable batteries (12-pack);2;6,86;0,65;03.08.2023;First Class
GA-2023-161340;JG491;28.05.2023;KEBL800;K-Eco Blast 800;3;3494,4;0,09;01.06.2023;Standard Class
GA-2023-161340;JG491;28.05.2023;KI13K;K-Invert 13K;4;102960;0,1;01.06.2023;Standard Class
GA-2023-162173;TB662;26.10.2023;KE450;K-Eco 450;5;2165,63;0,45;01.11.2023;Standard Class
GA-2023-163020;JG491;15.09.2023;KE9W;K-Eco Energy Bulbs 9W;7;4,48;0,68;19.09.2023;Standard Class
GA-2023-163657;TB662;02.09.2023;KE325X;K-Eco 325x (same power, smaller footprint);2;801,45;0,55;06.09.2023;Standard Class
GA-2023-163657;TB662;02.09.2023;KI20K;K-Invert 20K;5;90200;0,59;06.09.2023;Standard Class
GA-2023-164049;JG491;02.11.2023;KEBL600;K-Eco Blast 600;5;3433,75;0,33;06.11.2023;Standard Class
GA-2023-166415;BH538;19.02.2023;KE23W04;K-Eco Energy Bulbs 23W (4-pack);3;25,2;0,3;23.02.2023;Standard Class
GA-2023-166576;AJ342;16.05.2023;KEAAA12;K-Eco  AAA NiMH rechargeable batteries (12-pack);2;4,9;0,75;18.05.2023;First Class
GA-2023-168389;JG491;11.12.2023;KE48Li;K-Eco 48-volt Lithium-ion solar backup battery;1;11248,05;0,15;17.12.2023;Standard Class
GA-2023-168739;JG491;29.05.2023;KE9W08;K-Eco Energy Bulbs 9W  (8-pack);4;16,34;0,57;05.06.2023;Standard Class
GA-2023-169054;JG491;22.04.2023;KE20W;K-Eco Energy Bulbs 20W;3;1,91;0,76;26.04.2023;Standard Class
GA-2023-169411;CA368;24.12.2023;KE23W04;K-Eco Energy Bulbs 23W (4-pack);1;4,08;0,66;29.12.2023;Standard Class
HI-2022-109666;KP976;19.04.2022;KE36Li;K-Eco 36-volt Lithium-ion solar backup battery;2;13200;0,12;26.04.2022;Standard Class
HI-2022-109666;KP976;19.04.2022;KEAA12;K-Eco AA  NiMH rechargeable batteries (12-pack);4;23,5;0,53;26.04.2022;Standard Class
HI-2022-109666;KP976;19.04.2022;KEBL600;K-Eco Blast 600;2;1722;0,16;26.04.2022;Standard Class
HI-2022-109666;KP976;19.04.2022;KI4K;K-Invert 4K;2;11628;0,05;26.04.2022;Standard Class
HI-2022-109666;KP976;19.04.2022;KI9K;K-Invert 9K;5;85140;0,14;26.04.2022;Standard Class
HI-2022-112977;KP976;10.03.2022;KI9K;K-Invert 9K;1;16830;0,15;16.03.2022;Standard Class
HI-2022-117919;KP976;27.08.2022;KE48Li;K-Eco 48-volt Lithium-ion solar backup battery;1;11248,05;0,15;29.08.2022;Second Class
HI-2022-122392;KP976;22.07.2022;KE12Li;K-Eco 12-volt Lithium-ion solar backup battery;2;7560;0,16;27.07.2022;Standard Class
HI-2022-122392;KP976;22.07.2022;KE20W08;K-Eco Energy Bulbs 20W  (8-pack);2;8,18;0,67;27.07.2022;Standard Class
HI-2022-128223;KP976;14.06.2022;KE180;K-Eco 180;7;2182,95;0,01;14.06.2022;Same Day
HI-2022-128818;KP976;07.05.2022;KE300;K-Eco 300;5;1680;0,36;11.05.2022;Standard Class
HI-2022-128818;KP976;07.05.2022;KE325X;K-Eco 325x (same power, smaller footprint);3;2511,21;0,06;11.05.2022;Standard Class
HI-2022-128818;KP976;07.05.2022;KE9W;K-Eco Energy Bulbs 9W;8;10,24;0,36;11.05.2022;Standard Class
HI-2022-128818;KP976;07.05.2022;KEPATH04;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (4-pack);5;64,7;0,32;11.05.2022;Standard Class
HI-2022-128818;KP976;07.05.2022;KEPATH12;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack);4;94,87;0,46;11.05.2022;Standard Class
HI-2022-128818;KP976;07.05.2022;KI4K;K-Invert 4K;7;37699,2;0,12;11.05.2022;Standard Class
HI-2022-147536;KP976;26.12.2022;KEPATH12;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack);3;93,55;0,29;31.12.2022;Standard Class
HI-2022-153346;KP976;25.01.2022;KEAAA12;K-Eco  AAA NiMH rechargeable batteries (12-pack);3;25,28;0,14;27.01.2022;First Class
HI-2022-154711;KP976;22.11.2022;KE18Li;K-Eco 18-volt Lithium-ion solar backup battery;3;13884;0,11;26.11.2022;Standard Class
HI-2022-154711;KP976;22.11.2022;KE23W;K-Eco Energy Bulbs 23W;2;6;0,21;26.11.2022;Standard Class
HI-2022-161683;KP976;03.12.2022;KI9K;K-Invert 9K;4;79200;0;08.12.2022;Standard Class
HI-2022-169887;KP976;22.10.2022;KE20W;K-Eco Energy Bulbs 20W;3;5,41;0,32;22.10.2022;Same Day
HI-2022-169887;KP976;22.10.2022;KEAAA12;K-Eco  AAA NiMH rechargeable batteries (12-pack);3;21,17;0,28;22.10.2022;Same Day
HI-2023-102204;KP976;01.05.2023;KE250;K-Eco 250;4;1365;0,22;06.05.2023;Standard Class
HI-2023-102204;KP976;01.05.2023;KEPATH01;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery;5;13,39;0,49;06.05.2023;Standard Class
HI-2023-102204;KP976;01.05.2023;KI7K;K-Invert 7K;2;18635,4;0,13;06.05.2023;Standard Class
HI-2023-122105;KP976;24.06.2023;KE12Li;K-Eco 12-volt Lithium-ion solar backup battery;8;35640;0,01;28.06.2023;Standard Class
HI-2023-125115;KP976;10.04.2023;KEPATH01;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery;3;5,83;0,63;10.04.2023;Same Day
HI-2023-134978;KP976;12.11.2023;KI9K;K-Invert 9K;5;88110;0,11;15.11.2023;Second Class
HI-2023-136609;KP976;06.08.2023;KEBL400;K-Eco Blast 400;3;1531,2;0,42;11.08.2023;Standard Class
HI-2023-144491;KP976;27.03.2023;KEPATH04;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (4-pack);2;33,87;0,11;01.04.2023;Standard Class
HI-2023-144491;KP976;27.03.2023;KEPATH08;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack);3;23,89;0,76;01.04.2023;Standard Class
HI-2023-144491;KP976;27.03.2023;KI2K;K-Invert 2K;5;12393;0,19;01.04.2023;Standard Class
HI-2023-147277;KP976;20.10.2023;KE12Li;K-Eco 12-volt Lithium-ion solar backup battery;2;6750;0,25;24.10.2023;Standard Class
HI-2023-150469;KP976;26.01.2023;KE23W08;K-Eco Energy Bulbs 23W  (8-pack);8;121,8;0,13;30.01.2023;Standard Class
HI-2023-159464;KP976;18.05.2023;KEBL200;K-Eco Blast 200;2;1034;0,06;19.05.2023;First Class
HI-2023-159464;KP976;18.05.2023;KI7K;K-Invert 7K;6;56548,8;0,12;19.05.2023;First Class
HI-2023-160122;KP976;18.11.2023;KEPATH04;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (4-pack);6;27,4;0,76;23.11.2023;Standard Class
HI-2023-160122;KP976;18.11.2023;KEPATH08;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack);2;57,73;0,13;23.11.2023;Standard Class
HI-2023-167395;KP976;02.12.2023;KEBL400;K-Eco Blast 400x (same power, smaller footprint);7;6931,73;0,01;04.12.2023;First Class
HI-2023-167395;KP976;02.12.2023;KI4K;K-Invert 4K;2;10281,6;0,16;04.12.2023;First Class
IL-2022-101378;MP748;14.07.2022;KEPATH08;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack);2;53,75;0,19;14.07.2022;Same Day
IL-2022-106677;MP748;05.11.2022;KEBL600;K-Eco Blast 600;2;1927;0,06;10.11.2022;Standard Class
IL-2022-108882;MP748;09.01.2022;KEBL400;K-Eco Blast 400x (same power, smaller footprint);9;8912,23;0,01;15.01.2022;Standard Class
IL-2022-108882;MP748;09.01.2022;KEPATH01;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery;5;25,72;0,02;15.01.2022;Standard Class
IL-2022-118311;MP748;24.10.2022;KEPATH08;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack);5;111,15;0,33;28.10.2022;Standard Class
IL-2022-122903;MP748;27.05.2022;KEBL200;K-Eco Blast 200;3;1353;0,18;29.05.2022;Second Class
IL-2022-122903;MP748;27.05.2022;KEBL400;K-Eco Blast 400x (same power, smaller footprint);3;2190,55;0,27;29.05.2022;Second Class
IL-2022-122903;MP748;27.05.2022;KEPATH01;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery;5;25,2;0,04;29.05.2022;Second Class
IL-2022-123806;MP748;24.11.2022;KE9W08;K-Eco Energy Bulbs 9W  (8-pack);4;35,72;0,06;27.11.2022;Second Class
IL-2022-132829;MP748;23.12.2022;KE23W08;K-Eco Energy Bulbs 23W  (8-pack);2;33,95;0,03;26.12.2022;Second Class
IL-2022-132829;MP748;23.12.2022;KEBL400;K-Eco Blast 400x (same power, smaller footprint);3;2670,67;0,11;26.12.2022;Second Class
IL-2022-134775;MP748;28.10.2022;KEBL200;K-Eco Blast 200;7;3426,5;0,11;29.10.2022;First Class
IL-2022-135923;MP748;22.01.2022;KE20W04;K-Eco Energy Bulbs 20W (4-pack);8;40,53;0,32;28.01.2022;Standard Class
IL-2022-138667;MP748;27.12.2022;KEPATH01;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery;2;8,09;0,23;30.12.2022;Second Class
IL-2022-149916;MP748;22.12.2022;KE325X;K-Eco 325x (same power, smaller footprint);1;445,25;0,5;24.12.2022;Second Class
IL-2022-149916;MP748;22.12.2022;KI7K;K-Invert 7K;4;38556;0,1;24.12.2022;Second Class
IL-2022-155187;MP748;24.09.2022;KEAAA06;K-Eco  AAA NiMH rechargeable batteries  (6-pack);2;10,01;0,23;26.09.2022;Second Class
IL-2022-157217;MP748;19.07.2022;KEBL200;K-Eco Blast 200;2;891;0,19;21.07.2022;First Class
IL-2022-157217;MP748;19.07.2022;KEPATH04;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (4-pack);3;14,27;0,75;21.07.2022;First Class
IL-2022-163755;MP748;04.11.2022;KE13W04;K-Eco Energy Bulbs 13W (4-pack);3;9,43;0,52;08.11.2022;Second Class
IL-2022-164091;MP748;17.09.2022;KE9W08;K-Eco Energy Bulbs 9W  (8-pack);2;17,1;0,1;22.09.2022;Standard Class
IL-2022-164196;MP748;11.11.2022;KE275;K-Eco 275;6;2310;0,2;17.11.2022;Standard Class
IL-2023-107986;MP748;13.12.2023;KEAAA12;K-Eco  AAA NiMH rechargeable batteries (12-pack);3;29,11;0,01;13.12.2023;Same Day
IL-2023-112487;MP748;26.12.2023;KI4K;K-Invert 4K;2;11628;0,05;30.12.2023;Standard Class
IL-2023-130771;MP748;29.07.2023;KE23W08;K-Eco Energy Bulbs 23W  (8-pack);2;33,6;0,04;03.08.2023;Standard Class
IL-2023-133102;MP748;17.08.2023;KE23W08;K-Eco Energy Bulbs 23W  (8-pack);2;19,6;0,44;24.08.2023;Standard Class
IL-2023-133102;MP748;17.08.2023;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);3;8,38;0,62;24.08.2023;Standard Class
IL-2023-133102;MP748;17.08.2023;KEBL400;K-Eco Blast 400;4;3414,4;0,03;24.08.2023;Standard Class
IL-2023-133102;MP748;17.08.2023;KEPATH12;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack);4;103,65;0,41;24.08.2023;Standard Class
IL-2023-133102;MP748;17.08.2023;KI7K;K-Invert 7K;2;19706,4;0,08;24.08.2023;Standard Class
IL-2023-134838;MP748;19.02.2023;KE18Li;K-Eco 18-volt Lithium-ion solar backup battery;3;11700;0,25;20.02.2023;First Class
IL-2023-134838;MP748;19.02.2023;KE23W;K-Eco Energy Bulbs 23W;3;2,85;0,75;20.02.2023;First Class
IL-2023-149706;MP748;11.12.2023;KEPATH12;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack);7;258,25;0,16;12.12.2023;First Class
IL-2023-152198;MP748;09.09.2023;KI4K;K-Invert 4K;3;16156,8;0,12;10.09.2023;First Class
IL-2023-152569;MP748;15.05.2023;KEBL600;K-Eco Blast 600;2;1599;0,22;20.05.2023;Standard Class
IL-2023-156818;MP748;11.07.2023;KEPATH12;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack);6;121,22;0,54;13.07.2023;Second Class
IN-2023-110149;ZF166;10.12.2023;KE13W04;K-Eco Energy Bulbs 13W (4-pack);5;10,81;0,67;13.12.2023;First Class
IN-2023-120327;ZF166;11.11.2023;KE23W;K-Eco Energy Bulbs 23W;4;6,69;0,56;16.11.2023;Standard Class
IN-2023-126627;ZF166;10.10.2023;KE13W04;K-Eco Energy Bulbs 13W (4-pack);4;7,07;0,73;12.10.2023;First Class
IN-2023-126627;ZF166;10.10.2023;KI7K;K-Invert 7K;2;8139,6;0,62;12.10.2023;First Class
IN-2023-131807;ZF166;05.10.2023;KE13W08;K-Eco Energy Bulbs 13W  (8-pack);5;20,25;0,64;10.10.2023;Standard Class
IN-2023-131807;ZF166;05.10.2023;KEBL400;K-Eco Blast 400;4;1795,2;0,49;10.10.2023;Standard Class
IN-2023-131807;ZF166;05.10.2023;KEBL600;K-Eco Blast 600;2;430,5;0,79;10.10.2023;Standard Class
IN-2023-131807;ZF166;05.10.2023;KEPATH08;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (8-pack);2;24,55;0,63;10.10.2023;Standard Class
IN-2023-132185;ZF166;27.11.2023;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);5;19,11;0,48;02.12.2023;Standard Class
IN-2023-133074;ZF166;21.09.2023;KEBL600;K-Eco Blast 600;7;4663,75;0,35;25.09.2023;Standard Class
IN-2023-138149;ZF166;29.06.2023;KEAAA06;K-Eco  AAA NiMH rechargeable batteries  (6-pack);2;2,73;0,79;30.06.2023;First Class
IN-2023-138149;ZF166;29.06.2023;KEPATH12;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack);3;81,69;0,38;30.06.2023;First Class
IN-2023-145597;ZF166;02.11.2023;KE48Li;K-Eco 48-volt Lithium-ion solar backup battery;4;20114,16;0,62;05.11.2023;First Class
IN-2023-156720;ZF166;30.12.2023;KE9W08;K-Eco Energy Bulbs 9W  (8-pack);3;9,69;0,66;03.01.2023;Standard Class
IN-2023-157112;ZF166;23.04.2023;KEBL600;K-Eco Blast 600;1;225,5;0,78;26.04.2023;First Class
IN-2023-158386;ZF166;16.10.2023;KI9K;K-Invert 9K;5;36630;0,63;21.10.2023;Standard Class
IN-2023-159597;ZF166;09.11.2023;KE48Li;K-Eco 48-volt Lithium-ion solar backup battery;2;12439,02;0,53;14.11.2023;Standard Class
IN-2023-159597;ZF166;09.11.2023;KEPATH12;K-Eco Solar Path designer stake lighting w/ rechargeable NiCd battery (12-pack);1;25,91;0,41;14.11.2023;Standard Class
KS-2022-100790;RW244;26.06.2022;KEAAA06;K-Eco  AAA NiMH rechargeable batteries  (6-pack);5;8,13;0,75;02.07.2022;Standard Class
KS-2022-111115;MG263;25.07.2022;KE9W04;K-Eco Energy Bulbs 9W (4-pack);6;12,28;0,67;27.07.2022;Second Class
KS-2022-119074;JH840;27.03.2022;KE13W08;K-Eco Energy Bulbs 13W  (8-pack);4;16,2;0,64;31.03.2022;Standard Class
KS-2022-119074;JH840;27.03.2022;KE23W08;K-Eco Energy Bulbs 23W  (8-pack);1;12,6;0,28;31.03.2022;Standard Class
KS-2022-122017;JH840;29.12.2022;KE13W04;K-Eco Energy Bulbs 13W (4-pack);6;33,01;0,16;02.01.2023;Standard Class
KS-2022-127243;JH840;28.11.2022;KE13W08;K-Eco Energy Bulbs 13W  (8-pack);8;66,6;0,26;04.12.2022;Standard Class
KS-2022-127243;JH840;28.11.2022;KEAA12;K-Eco AA  NiMH rechargeable batteries (12-pack);2;17,75;0,29;04.12.2022;Standard Class
KS-2022-127243;JH840;28.11.2022;KEBL100;K-Eco Blast 100;3;781,2;0,07;04.12.2022;Standard Class
KS-2022-131058;RW244;27.12.2022;KE325X;K-Eco 325x (same power, smaller footprint);7;3927,11;0,37;31.12.2022;Standard Class
KS-2022-137050;JH840;14.07.2022;KE23W;K-Eco Energy Bulbs 23W;7;17,82;0,33;18.07.2022;Second Class
KS-2022-137050;JH840;14.07.2022;KEAAA06;K-Eco  AAA NiMH rechargeable batteries  (6-pack);1;3,25;0,5;18.07.2022;Second Class
KS-2022-139675;RW244;13.03.2022;KE9W08;K-Eco Energy Bulbs 9W  (8-pack);8;47,88;0,37;18.03.2022;Second Class
KS-2022-139997;RW244;01.07.2022;KE13W04;K-Eco Energy Bulbs 13W (4-pack);5;20,63;0,37;03.07.2022;First Class
KS-2022-140130;JH840;31.10.2022;KEAAA12;K-Eco  AAA NiMH rechargeable batteries (12-pack);3;14,11;0,52;05.11.2022;Standard Class
KS-2022-141397;JH840;20.06.2022;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);3;7,5;0,66;21.06.2022;First Class
KS-2022-141397;JH840;20.06.2022;KEBR5;K-Eco Breeze Mini;7;231;0,4;21.06.2022;First Class
KS-2022-143308;JH840;04.11.2022;KE9W;K-Eco Energy Bulbs 9W;3;3,84;0,36;04.11.2022;Same Day
KS-2022-146325;JH840;14.12.2022;KEAAA06;K-Eco  AAA NiMH rechargeable batteries  (6-pack);10;51,35;0,21;17.12.2022;First Class
KS-2022-150861;MG263;03.12.2022;KEAAA06;K-Eco  AAA NiMH rechargeable batteries  (6-pack);3;12,09;0,38;06.12.2022;First Class
KS-2022-152730;RW244;30.05.2022;KE13W04;K-Eco Energy Bulbs 13W (4-pack);5;30,78;0,06;04.06.2022;Standard Class
KS-2022-152730;RW244;30.05.2022;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);5;24,62;0,33;04.06.2022;Standard Class
KS-2022-152730;RW244;30.05.2022;KEAAA12;K-Eco  AAA NiMH rechargeable batteries (12-pack);4;30,18;0,23;04.06.2022;Standard Class
KS-2022-152730;RW244;30.05.2022;KEBL1200;K-Eco Blast 1200;1;1932;0,16;04.06.2022;Standard Class
KS-2022-152730;RW244;30.05.2022;KEBL600;K-Eco Blast 600;7;7175;0;04.06.2022;Standard Class
KS-2022-155404;MG263;22.09.2022;KE9W;K-Eco Energy Bulbs 9W;2;1,64;0,59;28.09.2022;Standard Class
KS-2023-100524;MG263;31.03.2023;KE23W;K-Eco Energy Bulbs 23W;2;1,98;0,74;02.04.2023;Second Class
KS-2023-101574;RW244;28.09.2023;KE9W;K-Eco Energy Bulbs 9W;3;5,28;0,12;04.10.2023;Standard Class
KS-2023-103156;MG263;23.11.2023;KE20W08;K-Eco Energy Bulbs 20W  (8-pack);9;30,13;0,73;24.11.2023;First Class
KS-2023-105809;JH840;20.02.2023;KE9W04;K-Eco Energy Bulbs 9W (4-pack);1;3,22;0,48;23.02.2023;First Class
KS-2023-105809;JH840;20.02.2023;KEBL100;K-Eco Blast 100;2;358,4;0,36;23.02.2023;First Class
KS-2023-105851;WR721;13.03.2023;KI9K;K-Invert 9K;2;35244;0,11;20.03.2023;Standard Class
KS-2023-106047;RW244;12.07.2023;KEBL600;K-Eco Blast 600;1;820;0,2;18.07.2023;Standard Class
KS-2023-107503;WR721;01.01.2023;KE9W04;K-Eco Energy Bulbs 9W (4-pack);4;11,66;0,53;06.01.2023;Standard Class
KS-2023-110842;WR721;11.11.2023;KEBL1200;K-Eco Blast 1200;3;5244;0,24;16.11.2023;Standard Class
KS-2023-110842;WR721;11.11.2023;KI20K;K-Invert 20K;5;193600;0,12;16.11.2023;Standard Class
KS-2023-110905;RW244;10.09.2023;KEBL1200;K-Eco Blast 1200;2;4416;0,04;15.09.2023;Second Class
KS-2023-111262;JH840;28.10.2023;KEBR5;K-Eco Breeze Mini;3;150,15;0,09;01.11.2023;Second Class
KS-2023-111556;JH840;20.11.2023;KEAAA12;K-Eco  AAA NiMH rechargeable batteries (12-pack);3;12,35;0,58;22.11.2023;First Class
KS-2023-111556;JH840;20.11.2023;KEBR5;K-Eco Breeze Mini;3;127,05;0,23;22.11.2023;First Class
KS-2023-112431;RW244;12.10.2023;KEAA06;K-Eco AA  NiMH rechargeable batteries (6-pack);2;12,2;0,17;14.10.2023;Second Class
KS-2023-114216;MG263;02.09.2023;KEBL100;K-Eco Blast 100;3;302,4;0,64;06.09.2023;Standard Class
KS-2023-117457;JH840;08.12.2023;KE9W08;K-Eco Energy Bulbs 9W  (8-pack);3;25,08;0,12;12.12.2023;Standard Class
KS-2023-117457;JH840;08.12.2023;KEBL100;K-Eco Blast 100;5;1148;0,18;12.12.2023;Standard Class
KS-2023-119284;RW244;15.06.2023;KE23W;K-Eco Energy Bulbs 23W;4;7,14;0,53;20.06.2023;Standard Class
KS-2023-119284;RW244;15.06.2023;KEAAA06;K-Eco  AAA NiMH rechargeable batteries  (6-pack);1;5,59;0,14;20.06.2023;Standard Class
KS-2023-119284;RW244;15.06.2023;KEBL1200;K-Eco Blast 1200;3;6486;0,06;20.06.2023;Standard Class
KS-2023-119284;RW244;15.06.2023;KEBL600;K-Eco Blast 600;8;5904;0,28;20.06.2023;Standard Class
KS-2023-122504;WR721;07.11.2023;KEBL600;K-Eco Blast 600;7;3874,5;0,46;12.11.2023;Second Class
